,data1
6844,Aug 8 04:34:36spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=ninemilefalls-k12 Test=icmp-test Loss%=0.000000 Min-RTT=2.576 MaxRTT=10.65 Avg-RTT=5.278 Jitter=8.074
6845,Aug 8 04:34:37spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=rosalia-k12 Test=icmp-test Loss%=0.000000 Min-RTT=2.428 MaxRTT=7.623 Avg-RTT=4.174 Jitter=5.195
6846,Aug 8 04:34:38seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=stanwood-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.903 MaxRTT=18.894 Avg-RTT=10 Jitter=13.991
6847,Aug 8 04:34:38seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=oceanbeach-k12 Test=icmp-test Loss%=0.000000 Min-RTT=6.575 MaxRTT=10.198 Avg-RTT=7.847 Jitter=3.623
6848,Aug 8 04:34:38seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=lakequinault-k12 Test=icmp-test Loss%=0.000000 Min-RTT=6.831 MaxRTT=10.38 Avg-RTT=8.087999999999999 Jitter=3.
6849,Aug 8 04:34:38seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=lakechelan-k12 Test=icmp-test Loss%=0.000000 Min-RTT=6.333 MaxRTT=10.122 Avg-RTT=7.655 Jitter=3.789
6850,Aug 8 04:34:38seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=sedrowoolley-k12 Test=icmp-test Loss%=0.000000 Min-RTT=6.157 MaxRTT=10.078 Avg-RTT=7.662 Jitter=3.921
6851,Aug 8 04:34:39seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=manson-k12 Test=icmp-test Loss%=0.000000 Min-RTT=6.66 MaxRTT=9.404999999999999 Avg-RTT=7.588 Jitter=2.745
6852,Aug 8 04:34:39seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=oceanbeach-k12 Test=icmp-test Loss%=0.000000 Min-RTT=6.575 MaxRTT=10.198 Avg-RTT=7.847 Jitter=3.623
6853,Aug 8 04:34:39seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=wishkahvalley-k12 Test=icmp-test Loss%=0.000000 Min-RTT=5.717 MaxRTT=8.116 Avg-RTT=6.635 Jitter=2.399
6854,Aug 8 04:34:39seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
6855,Aug 8 04:34:39seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
6856,Aug 8 04:34:39seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=tenino-k12 Test=icmp-test Loss%=0.000000 Min-RTT=7.902 MaxRTT=74.585 Avg-RTT=31.053 Jitter=66.683
6857,Aug 8 04:34:39seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=graysharbor-raymond-ctc Test=icmp-test Loss%=0.000000 Min-RTT=7.975 MaxRTT=74.649 Avg-RTT=31.116 Jitter=66.67
6858,Aug 8 04:34:40seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=esd112-k12 Test=icmp-test Loss%=0.000000 Min-RTT=7.274 MaxRTT=50.294 Avg-RTT=21.983 Jitter=43.02
6859,Aug 8 04:34:40seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=northbeach-k12 Test=icmp-test Loss%=0.000000 Min-RTT=6.267 MaxRTT=50.168 Avg-RTT=22.621 Jitter=43.901
6860,Aug 8 04:34:40seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=washington-lib Test=icmp-test Loss%=0.000000 Min-RTT=6.843 MaxRTT=50.238 Avg-RTT=21.806 Jitter=43.395
6861,Aug 8 04:34:40spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=deerpark-k12 Test=icmp-test Loss%=0.000000 Min-RTT=2.494 MaxRTT=10.527 Avg-RTT=5.208 Jitter=8.03299999
6862,Aug 8 04:34:40seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=esd189-k12 Test=icmp-test Loss%=0.000000 Min-RTT=6.885 MaxRTT=50.27 Avg-RTT=21.839 Jitter=43.385
6863,Aug 8 04:34:40seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=wsu-mountvernon-bacc Test=icmp-test Loss%=0.000000 Min-RTT=6.857 MaxRTT=50.239 Avg-RTT=21.809 Jitter=43.382
6864,Aug 8 04:34:40seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=ocosta-k12 Test=icmp-test Loss%=0.000000 Min-RTT=6.199 MaxRTT=61.034 Avg-RTT=24.538 Jitter=54.835
6865,Aug 8 04:34:41seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=ospi-k12 Test=icmp-test Loss%=0.000000 Min-RTT=5.944 MaxRTT=9.532999999999999 Avg-RTT=8.26 Jitter=3.589
6866,Aug 8 04:34:41seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=bellingham-k12 Test=icmp-test Loss%=0.000000 Min-RTT=7.019 MaxRTT=10.766 Avg-RTT=9.125999999999999 Jitter=3.7
6867,Aug 8 04:34:41seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=yelmcommunity-k12 Test=icmp-test Loss%=0.000000 Min-RTT=6.317 MaxRTT=16.739 Avg-RTT=9.798 Jitter=10.422
6868,Aug 8 04:34:41seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=clark-ctc Test=icmp-test Loss%=0.000000 Min-RTT=6.848 MaxRTT=16.824 Avg-RTT=10.196 Jitter=9.976000000000001
6869,Aug 8 04:34:42seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=wapato-k12 Test=icmp-test Loss%=0.000000 Min-RTT=7.086 MaxRTT=28.671 Avg-RTT=14.383 Jitter=21.585
6870,Aug 8 04:34:42seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=cascade-k12 Test=icmp-test Loss%=0.000000 Min-RTT=7.822 MaxRTT=29.922 Avg-RTT=15.19 Jitter=22.1
6871,Aug 8 04:34:42seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=mountpleasant-k12 Test=icmp-test Loss%=0.000000 Min-RTT=8.178000000000001 MaxRTT=97.524 Avg-RTT=38.099 Jitter
6872,Aug 8 04:34:42seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=nachesvalley-k12 Test=icmp-test Loss%=0.000000 Min-RTT=9.058 MaxRTT=30.007 Avg-RTT=18.476 Jitter=20.949
6873,Aug 8 04:34:43seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=castlerock-k12 Test=icmp-test Loss%=0.000000 Min-RTT=8.702 MaxRTT=12.326 Avg-RTT=9.974 Jitter=3.624
6874,Aug 8 04:34:43seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=palisades-k12 Test=icmp-test Loss%=0.000000 Min-RTT=9.129 MaxRTT=12.648 Avg-RTT=10.326 Jitter=3.519
6875,Aug 8 04:34:43seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=wenatchee-k12 Test=icmp-test Loss%=0.000000 Min-RTT=9.888 MaxRTT=13.146 Avg-RTT=11.017 Jitter=3.258
6876,Aug 8 04:34:43seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=bridgeport-k12 Test=icmp-test Loss%=0.000000 Min-RTT=10.019 MaxRTT=13.765 Avg-RTT=11.304 Jitter=3.746
6877,Aug 8 04:34:43seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=wenatcheevalley-ctc Test=icmp-test Loss%=0.000000 Min-RTT=9.852 MaxRTT=13.251 Avg-RTT=11.049 Jitter=3.399
6878,Aug 8 04:34:43seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=cheney-k12 Test=icmp-test Loss%=0.000000 Min-RTT=9.922000000000001 MaxRTT=13.742 Avg-RTT=11.507 Jitter=3.82
6879,Aug 8 04:34:43seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=medicallake-k12 Test=icmp-test Loss%=0.000000 Min-RTT=10.213 MaxRTT=14.29 Avg-RTT=11.688 Jitter=4.077
6880,Aug 8 04:34:43seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=tonasket-k12 Test=icmp-test Loss%=0.000000 Min-RTT=10.447 MaxRTT=14.244 Avg-RTT=11.746 Jitter=3.797
6881,Aug 8 04:34:44seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=concrete-k12 Test=icmp-test Loss%=0.000000 Min-RTT=6.66 MaxRTT=10.078 Avg-RTT=8.084 Jitter=3.418
6882,Aug 8 04:34:45seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=cwu-wenatchee-bacc Test=icmp-test Loss%=0.000000 Min-RTT=7.763 MaxRTT=75.74 Avg-RTT=32.391 Jitter=67.977
6883,Aug 8 04:34:47seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=evaline-k12 Test=icmp-test Loss%=0.000000 Min-RTT=5.599 MaxRTT=8.365 Avg-RTT=6.589 Jitter=2.766
6884,Aug 8 04:34:47seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
6885,Aug 8 04:34:47seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
6886,Aug 8 04:34:47seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=highline-k12 Test=icmp-test Loss%=0.000000 Min-RTT=2.389 MaxRTT=22.517 Avg-RTT=9.143000000000001 Jitter=20.12
6887,Aug 8 04:34:49seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=kettlefalls-lib Test=icmp-test Loss%=0.000000 Min-RTT=13.783 MaxRTT=18.468 Avg-RTT=15.431 Jitter=4.685
6888,Aug 8 04:34:49seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=wsu-icne-bacc Test=icmp-test Loss%=0.000000 Min-RTT=15.438 MaxRTT=19.911 Avg-RTT=17.018 Jitter=4.473
6889,Aug 8 04:34:50spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=onioncreek-k12 Test=icmp-test Loss%=0.000000 Min-RTT=6.586 MaxRTT=8.606999999999999 Avg-RTT=7.37 Jitte
6890,Aug 8 04:34:51seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
6891,Aug 8 04:34:51seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
6892,Aug 8 04:34:51seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=thorp-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.805 MaxRTT=9.045999999999999 Avg-RTT=6.249 Jitter=4.241
6893,Aug 8 04:34:52seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=shoreline-k12 Test=icmp-test Loss%=0.000000 Min-RTT=2.073 MaxRTT=7.177 Avg-RTT=3.81 Jitter=5.104
6894,Aug 8 04:34:52spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=esd101-k12 Test=icmp-test Loss%=0.000000 Min-RTT=2.088 MaxRTT=7.618 Avg-RTT=3.944 Jitter=5.53
6895,Aug 8 04:34:53seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=peninsula-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.884 MaxRTT=9.19 Avg-RTT=6.436 Jitter=4.306
6896,Aug 8 04:34:53seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=lakewood-k12 Test=icmp-test Loss%=0.000000 Min-RTT=5.743 MaxRTT=8.842000000000001 Avg-RTT=7.293 Jitter=3.099
6897,Aug 8 04:34:53seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=willapavalley-k12 Test=icmp-test Loss%=0.000000 Min-RTT=6.139 MaxRTT=8.826000000000001 Avg-RTT=7.402 Jitter=2
6898,Aug 8 04:34:53seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=peell-k12 Test=icmp-test Loss%=0.000000 Min-RTT=5.689 MaxRTT=8.837 Avg-RTT=7.253 Jitter=3.148
6899,Aug 8 04:34:53seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=wsu-everett-bacc Test=icmp-test Loss%=0.000000 Min-RTT=5.221 MaxRTT=11.018 Avg-RTT=8.045999999999999 Jitter=5
6900,Aug 8 04:34:54seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=tacoma-k12 Test=icmp-test Loss%=0.000000 Min-RTT=2.701 MaxRTT=11.356 Avg-RTT=5.677 Jitter=8.654999999999999
6901,Aug 8 04:34:55seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
6902,Aug 8 04:34:55seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
6903,Aug 8 04:34:57pdxcore1/68.179.203.69 cscript.crypto: RPM_TEST_RESULTS: Owner=fortvancouver-lib Test=icmp-test Loss%=0.000000 Min-RTT=2.605 MaxRTT=4.755 Avg-RTT=3.342 Jitter=2.15
6904,Aug 8 04:34:58spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=summitvalley-k12 Test=icmp-test Loss%=0.000000 Min-RTT=3.569 MaxRTT=6.477 Avg-RTT=4.563 Jitter=2.908
6905,Aug 8 04:34:59spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=pullman-k12 Test=icmp-test Loss%=0.000000 Min-RTT=3.479 MaxRTT=6.274 Avg-RTT=4.452 Jitter=2.795
6906,Aug 8 04:34:59seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
6907,Aug 8 04:34:59seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
6908,Aug 8 04:35:00seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=edmonds-k12 Test=icmp-test Loss%=0.000000 Min-RTT=3.065 MaxRTT=19.24 Avg-RTT=8.75 Jitter=16.175
6909,Aug 8 04:35:00spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=greatnorthern-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
6910,Aug 8 04:35:01seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=tacoma-ctc Test=icmp-test Loss%=0.000000 Min-RTT=4.894 MaxRTT=15.778 Avg-RTT=8.523999999999999 Jitter=10.884
6911,Aug 8 04:35:03seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
6912,Aug 8 04:35:03seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
6913,Aug 8 04:35:07seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=tulalip-nwic Test=icmp-test Loss%=0.000000 Min-RTT=8.773999999999999 MaxRTT=71.425 Avg-RTT=40.1 Jitter=62.651
6914,Aug 8 04:35:08seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
6915,Aug 8 04:35:08seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
6916,Aug 8 04:35:11spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=okanogan-k12 Test=icmp-test Loss%=0.000000 Min-RTT=8.253 MaxRTT=10.917 Avg-RTT=9.946 Jitter=2.664
6917,Aug 8 04:35:11seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
6918,Aug 8 04:35:11seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
6919,Aug 8 04:35:12seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=wsu-snohomish-bacc Test=icmp-test Loss%=0.000000 Min-RTT=2.929 MaxRTT=6.963 Avg-RTT=4.365 Jitter=4.034
6920,Aug 8 04:35:13seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=lakestevens-k12 Test=icmp-test Loss%=0.000000 Min-RTT=3.177 MaxRTT=6.679 Avg-RTT=5.484 Jitter=3.502
6921,Aug 8 04:35:15seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
6922,Aug 8 04:35:15seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
6923,Aug 8 04:35:16spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=collegeplace-k12 Test=icmp-test Loss%=0.000000 Min-RTT=8.731 MaxRTT=12.218 Avg-RTT=10.102 Jitter=3.487
6924,Aug 8 04:35:18seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=granitefalls-k12 Test=icmp-test Loss%=0.000000 Min-RTT=71.581 MaxRTT=71.581 Avg-RTT=71.581 Jitter=0
6925,Aug 8 04:35:20seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
6926,Aug 8 04:35:20seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
6927,Aug 8 04:35:20seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=oakharbor-k12 Test=icmp-test Loss%=0.000000 Min-RTT=73.692 MaxRTT=73.692 Avg-RTT=73.692 Jitter=0
6928,Aug 8 04:35:22seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=tulalip-nwic Test=icmp-test Loss%=0.000000 Min-RTT=4.111 MaxRTT=71.425 Avg-RTT=28.103 Jitter=67.314
6929,Aug 8 04:35:24seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
6930,Aug 8 04:35:24seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
6931,Aug 8 04:35:26spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=methowvalley-k12 Test=icmp-test Loss%=0.000000 Min-RTT=8.760999999999999 MaxRTT=12.716 Avg-RTT=10.575
6932,Aug 8 04:35:27seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=southside-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.162 MaxRTT=7.703 Avg-RTT=5.83 Jitter=3.541
6933,Aug 8 04:35:28seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
6934,Aug 8 04:35:28seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
6935,Aug 8 04:35:28seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=upperskagit-lib Test=icmp-test Loss%=0.000000 Min-RTT=5.458 MaxRTT=11.349 Avg-RTT=7.438 Jitter=5.891
6936,Aug 8 04:35:30pdxcore1/68.179.203.69 cscript.crypto: RPM_TEST_RESULTS: Owner=camas-lib Test=icmp-test Loss%=0.000000 Min-RTT=3.046 MaxRTT=8.569000000000001 Avg-RTT=4.911 Jitter=5.
6937,Aug 8 04:35:31seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=nisqually-nwic Test=icmp-test Loss%=0.000000 Min-RTT=39.221 MaxRTT=39.221 Avg-RTT=39.221 Jitter=0
6938,Aug 8 04:35:31seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=dieringer-k12 Test=icmp-test Loss%=0.000000 Min-RTT=39.242 MaxRTT=39.242 Avg-RTT=39.242 Jitter=0
6939,Aug 8 04:35:31seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=lopezisland-lib Test=icmp-test Loss%=0.000000 Min-RTT=39.287 MaxRTT=39.287 Avg-RTT=39.287 Jitter=0
6940,Aug 8 04:35:31seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=mukilteo-k12 Test=icmp-test Loss%=0.000000 Min-RTT=39.268 MaxRTT=39.268 Avg-RTT=39.268 Jitter=0
6941,Aug 8 04:35:32seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
6942,Aug 8 04:35:32seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
6943,Aug 8 04:35:34seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=bremerton-k12 Test=icmp-test Loss%=0.000000 Min-RTT=3.712 MaxRTT=55.508 Avg-RTT=29.61 Jitter=51.796
6944,Aug 8 04:35:36seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
6945,Aug 8 04:35:36seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
6946,Aug 8 04:35:36spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=lind-k12 Test=icmp-test Loss%=0.000000 Min-RTT=18.369 MaxRTT=30.777 Avg-RTT=22.553 Jitter=12.408
6947,Aug 8 04:35:37seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=tumwater-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.55 MaxRTT=17.993 Avg-RTT=9.552 Jitter=13.443
6948,Aug 8 04:35:38spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=wallawalla-clarkston-ctc Test=icmp-test Loss%=0.000000 Min-RTT=5.663 MaxRTT=16.702 Avg-RTT=12.975 Jitt
6949,Aug 8 04:35:39spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=asotinanatone-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.463 MaxRTT=7.362 Avg-RTT=5.461 Jitter=2.899
6950,Aug 8 04:35:39spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=waterville-k12 Test=icmp-test Loss%=0.000000 Min-RTT=6.301 MaxRTT=9.031000000000001 Avg-RTT=7.222 Jitt
6951,Aug 8 04:35:40seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=northbeach-k12 Test=icmp-test Loss%=0.000000 Min-RTT=47.267 MaxRTT=47.267 Avg-RTT=47.267 Jitter=0
6952,Aug 8 04:35:40seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=bellingham-ctc Test=icmp-test Loss%=0.000000 Min-RTT=47.349 MaxRTT=47.349 Avg-RTT=47.349 Jitter=0
6953,Aug 8 04:35:40seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=wsu-mountvernon-bacc Test=icmp-test Loss%=0.000000 Min-RTT=47.254 MaxRTT=47.254 Avg-RTT=47.254 Jitter=0
6954,Aug 8 04:35:40seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
6955,Aug 8 04:35:40seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=esd112-k12 Test=icmp-test Loss%=0.000000 Min-RTT=47.326 MaxRTT=47.326 Avg-RTT=47.326 Jitter=0
6956,Aug 8 04:35:40seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=esd189-k12 Test=icmp-test Loss%=0.000000 Min-RTT=47.307 MaxRTT=47.307 Avg-RTT=47.307 Jitter=0
6957,Aug 8 04:35:40seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=uw-fhl-bacc Test=icmp-test Loss%=0.000000 Min-RTT=53.787 MaxRTT=53.787 Avg-RTT=53.787 Jitter=0
6958,Aug 8 04:35:40seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=washington-lib Test=icmp-test Loss%=0.000000 Min-RTT=47.267 MaxRTT=47.267 Avg-RTT=47.267 Jitter=0
6959,Aug 8 04:35:43seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=Raymond-k12 Test=icmp-test Loss%=0.000000 Min-RTT=5.202 MaxRTT=73.033 Avg-RTT=29.121 Jitter=67.831
6960,Aug 8 04:35:44seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
